objectPath,objectName,objectType,id
/Explore/Default,Echo_Employee_Snapshot_Oracle_R12_1_3,TASKFLOW,6006af01-8b58-4c49-8b5e-af33063d4050
/Explore,Default,Project,b2a59fab-0c42-4d61-b6ee-d956f7b4c6d0
