objectPath,objectName,objectType,id
/Explore/Default,Echo_Employee_Snapshot_Oracle_R12_1_3,TASKFLOW,75675739549648d18f41355c68e32dbb
/Explore,Default,Project,2dd051e66ad242068b56da8ea0fff6f7
