objectPath,objectName,objectType,id
/Explore/Default,Echo_Employee_Snapshot_Oracle_R12_1_3,TASKFLOW,f07734800ee448188308bb4dcf7d496f
/Explore,Default,Project,74df11d370104914befd687868ca951b
